,result,result,result,result,result,result,result,result,result,result,result,result,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,status,num_questions_right,passed,quiz_questions
2161,True,,True,False,,True,True,,True,,True,True,235.943743136,,185.894930577,120.472657554,,452.759772883,412.828947649,,231.137305771,,234.18748898,223.236804039,accepted_invitation,7.0,True,"['family_reunion', 'sports_team', 'adoption', 'game_night', 'business_meeting', 'spilled_milk', 'massage_therapist', 'conference_swag']"
2162,True,,,True,False,,True,True,,False,False,True,172.255742624,,,132.70942346,519.374212304,,1181.056595602,183.82270918,,233.8518417,311.797741457,204.905518074,needs_initial_evaluation_scores,5.0,True,"['spilled_milk', 'negotiations', 'hackday', 'game_night', 'extracurricular_activities', 'conference_swag', 'adoption', 'sports_team']"
2163,True,True,True,True,True,True,,,True,True,,,249.104426164,241.095133944,149.26068151,77.025687309,318.940316379,666.428709546,,,508.312876485,313.8243292,,,needs_invitation_response,8.0,True,"['massage_therapist', 'adoption', 'family_reunion', 'negotiations', 'book_club', 'extracurricular_activities', 'business_meeting', 'conference_swag']"
2164,,True,True,False,False,,True,True,,True,,True,,349.042439314,723.668899657,248.60597656,2686.127370115,,863.866326904,228.292036599,,201.047588013,,283.40077118,needs_invitation_response,6.0,True,"['conference_swag', 'business_meeting', 'hackday', 'book_club', 'extracurricular_activities', 'game_night', 'negotiations', 'sports_team']"
2165,False,,,False,,,False,True,False,True,False,False,264.635220392,,,116.258744738,,,880.499503559,262.183357071,272.88257627,735.908989243,196.758154229,548.526639386,rejected_at_initial_evaluation,2.0,False,"['massage_therapist', 'spilled_milk', 'sports_team', 'negotiations', 'game_night', 'adoption', 'hackday', 'conference_swag']"
2166,True,True,True,True,True,,True,,,,True,True,257.249893487,295.679312755,191.823586614,151.438012939,426.103443364,,836.351243872,,,,579.231091362,307.708886765,accepted_invitation,8.0,True,"['book_club', 'adoption', 'business_meeting', 'spilled_milk', 'extracurricular_activities', 'conference_swag', 'sports_team', 'game_night']"
2167,True,,,True,,,True,True,True,True,True,True,241.000519789,,,95.602399915,,,397.565103098,230.103133033,261.995742027,310.721452308,145.189856776,389.519211595,accepted_invitation,8.0,True,"['sports_team', 'spilled_milk', 'conference_swag', 'hackday', 'massage_therapist', 'negotiations', 'adoption', 'game_night']"
2168,True,,,False,,True,True,,True,True,True,True,178.029076555,,,149.811000659,,527.926587755,1335.057093986,,362.046055739,513.12022299,408.281569354,299.809901844,needs_interview_scores,7.0,True,"['game_night', 'negotiations', 'conference_swag', 'massage_therapist', 'spilled_milk', 'sports_team', 'family_reunion', 'adoption']"
2169,True,True,,False,False,,,True,True,False,False,,,,,,,,,,,,,,needs_to_schedule_interview,4.0,False,"['adoption', 'negotiations', 'massage_therapist', 'spilled_milk', 'extracurricular_activities', 'conference_swag', 'book_club', 'hackday']"
2170,,True,False,,False,True,,True,False,True,,False,,269.40549455,300.562042359,,242.089048528,342.174938588,,226.618311403,176.609108707,160.165205363,,252.493981551,rejected_at_initial_evaluation,4.0,False,"['massage_therapist', 'sports_team', 'hackday', 'extracurricular_activities', 'business_meeting', 'book_club', 'family_reunion', 'negotiations']"
2171,True,,,False,True,,True,True,True,True,,True,275.02866978,,,571.547042813,439.399056509,,1807.473521952,378.820165201,481.965443116,317.695563548,,895.531783349,accepted_invitation,7.0,True,"['game_night', 'sports_team', 'hackday', 'extracurricular_activities', 'conference_swag', 'massage_therapist', 'negotiations', 'adoption']"
2172,,True,True,True,,True,,,True,True,True,False,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['book_club', 'sports_team', 'spilled_milk', 'massage_therapist', 'family_reunion', 'conference_swag', 'business_meeting', 'negotiations']"
2173,,True,True,True,,True,,True,True,True,False,,,400.859852982,196.287987414,68.661274752,,256.774667887,,206.196013301,112.6109861,156.756395903,221.605330497,,needs_to_schedule_interview,7.0,True,"['family_reunion', 'negotiations', 'hackday', 'massage_therapist', 'business_meeting', 'conference_swag', 'spilled_milk', 'book_club']"
2174,True,True,True,True,True,True,,,True,,True,,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['massage_therapist', 'conference_swag', 'spilled_milk', 'extracurricular_activities', 'adoption', 'family_reunion', 'book_club', 'business_meeting']"
2175,True,,,True,True,,False,True,True,,True,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['spilled_milk', 'conference_swag', 'massage_therapist', 'game_night', 'sports_team', 'hackday', 'extracurricular_activities', 'adoption']"
2176,True,,True,True,True,True,,,,True,True,True,186.150345934,,144.709537498,101.82053553,111.534097664,284.049489149,,,,264.847067688,142.196687475,148.075645209,rejected_at_interview,8.0,True,"['sports_team', 'adoption', 'spilled_milk', 'extracurricular_activities', 'negotiations', 'business_meeting', 'conference_swag', 'family_reunion']"
2177,True,True,True,False,,True,,,True,True,,True,382.633090489,649.380424112,262.660531374,171.635052548,,609.624156314,,,426.988600003,653.539055594,,435.804633473,accepted_invitation,7.0,True,"['business_meeting', 'book_club', 'sports_team', 'negotiations', 'family_reunion', 'massage_therapist', 'adoption', 'conference_swag']"
2178,True,True,False,,True,,,True,False,,True,False,,,,,,,,,,,,,pending,5.0,True,"['hackday', 'business_meeting', 'book_club', 'extracurricular_activities', 'adoption', 'spilled_milk', 'massage_therapist', 'sports_team']"
2179,True,True,,True,True,True,True,True,,,,False,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['family_reunion', 'conference_swag', 'game_night', 'extracurricular_activities', 'hackday', 'book_club', 'sports_team', 'adoption']"
2180,True,False,,True,,True,False,True,False,,,False,332.531900475,626.516629412,,62.730056447,,573.074756178,619.511207216,219.102480428,512.217458933,,,240.516189384,rejected_at_initial_evaluation,4.0,False,"['family_reunion', 'adoption', 'hackday', 'book_club', 'massage_therapist', 'conference_swag', 'game_night', 'sports_team']"
2181,True,True,,False,True,,True,True,,True,,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['conference_swag', 'hackday', 'sports_team', 'game_night', 'book_club', 'negotiations', 'extracurricular_activities', 'adoption']"
2182,,True,True,True,False,True,True,,True,True,,,,188.981750316,131.436328787,104.059819627,257.911854948,311.368990969,196.40664597,,486.807664271,441.734519158,,,accepted_invitation,7.0,True,"['conference_swag', 'game_night', 'book_club', 'family_reunion', 'massage_therapist', 'business_meeting', 'extracurricular_activities', 'negotiations']"
2183,,,True,True,True,True,True,True,,True,True,,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['negotiations', 'game_night', 'spilled_milk', 'conference_swag', 'family_reunion', 'extracurricular_activities', 'hackday', 'business_meeting']"
2184,True,True,False,False,False,True,True,,,,,True,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['book_club', 'family_reunion', 'game_night', 'conference_swag', 'extracurricular_activities', 'business_meeting', 'adoption', 'sports_team']"
2185,True,True,True,True,True,,,True,,,True,False,247.22596484,149.276095006,174.548725293,174.146335795,308.740956521,,,297.558987511,,,210.37735146,252.562373082,needs_to_schedule_interview,7.0,True,"['conference_swag', 'book_club', 'sports_team', 'extracurricular_activities', 'hackday', 'spilled_milk', 'business_meeting', 'adoption']"
2186,True,False,True,,False,,True,,,True,True,True,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['extracurricular_activities', 'game_night', 'negotiations', 'sports_team', 'adoption', 'spilled_milk', 'business_meeting', 'book_club']"
2187,,,False,True,True,True,,True,True,,True,False,,,,,,,,,,,,,pending,6.0,True,"['hackday', 'sports_team', 'conference_swag', 'extracurricular_activities', 'massage_therapist', 'spilled_milk', 'business_meeting', 'family_reunion']"
2188,,True,True,True,True,True,,,True,True,,True,,367.451474865,237.723667362,124.994847868,429.482506092,456.6370866,,,380.80445038,330.603631589,,258.933169442,needs_interview_scores,8.0,True,"['extracurricular_activities', 'family_reunion', 'massage_therapist', 'negotiations', 'book_club', 'sports_team', 'conference_swag', 'business_meeting']"
2189,True,False,True,True,,,True,True,False,True,,,252.636872324,209.861944959,330.325067798,95.367120363,,,276.445942052,474.056697983,236.123451981,371.918775415,,,needs_invitation_response,6.0,True,"['massage_therapist', 'conference_swag', 'book_club', 'hackday', 'business_meeting', 'adoption', 'game_night', 'negotiations']"
2190,False,False,True,False,,,,True,True,True,,True,236.437298517,216.098466755,112.456316949,175.298234505,,,,165.144482946,184.266897698,225.650411664,,250.417444354,rejected_at_logic_evaluation,5.0,False,"['book_club', 'business_meeting', 'adoption', 'conference_swag', 'massage_therapist', 'negotiations', 'sports_team', 'hackday']"
2191,True,True,True,,,True,False,True,,False,,True,231.35494075,392.105364943,752.850243945,,,554.894274797,860.388485368,383.879784406,,361.213056453,,290.982443991,accepted_invitation,6.0,True,"['hackday', 'sports_team', 'business_meeting', 'adoption', 'game_night', 'family_reunion', 'negotiations', 'book_club']"
2192,,True,,True,True,True,False,,,True,True,True,,585.364958067,,108.324943991,915.669880779,721.233688079,3630.014849878,,,1560.186165261,1380.913800568,316.398975916,accepted_invitation,7.0,True,"['book_club', 'conference_swag', 'spilled_milk', 'family_reunion', 'extracurricular_activities', 'sports_team', 'negotiations', 'game_night']"
2193,True,,,True,,,True,True,True,True,False,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['massage_therapist', 'game_night', 'sports_team', 'adoption', 'negotiations', 'hackday', 'conference_swag', 'spilled_milk']"
2194,,,True,,False,,,,,,,,,,,,,,,,,,,,pending,1.0,False,"['extracurricular_activities', 'business_meeting', 'book_club', 'family_reunion', 'hackday', 'adoption', 'massage_therapist', 'conference_swag']"
2195,True,True,True,,True,True,,True,,True,,False,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['sports_team', 'adoption', 'hackday', 'business_meeting', 'book_club', 'negotiations', 'extracurricular_activities', 'family_reunion']"
2196,True,False,,True,False,True,True,,,,True,False,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['adoption', 'extracurricular_activities', 'game_night', 'family_reunion', 'sports_team', 'conference_swag', 'book_club', 'spilled_milk']"
2197,True,False,True,,,True,False,True,,True,,True,223.443279575,506.654464525,204.193182644,,,256.003655475,577.899494194,361.942993099,,173.966656444,,164.983426418,needs_interview_scores,6.0,True,"['sports_team', 'negotiations', 'game_night', 'family_reunion', 'business_meeting', 'adoption', 'hackday', 'book_club']"
2198,,True,False,,True,,True,,False,True,True,True,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['sports_team', 'business_meeting', 'extracurricular_activities', 'spilled_milk', 'massage_therapist', 'game_night', 'book_club', 'negotiations']"
2199,,True,True,True,,True,,,True,True,False,True,,363.85532486,236.024163156,241.048202886,,589.199331489,,,578.265790355,630.303585082,677.460229017,376.584107779,accepted_invitation,7.0,True,"['business_meeting', 'book_club', 'negotiations', 'conference_swag', 'massage_therapist', 'spilled_milk', 'family_reunion', 'sports_team']"
2200,False,,True,True,False,,,True,True,True,False,,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['hackday', 'business_meeting', 'massage_therapist', 'negotiations', 'conference_swag', 'extracurricular_activities', 'spilled_milk', 'adoption']"
2201,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['hackday', 'family_reunion', 'book_club', 'conference_swag', 'adoption', 'game_night', 'extracurricular_activities', 'business_meeting']"
2202,,True,False,True,,,True,,True,True,False,True,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['negotiations', 'massage_therapist', 'business_meeting', 'spilled_milk', 'game_night', 'sports_team', 'conference_swag', 'book_club']"
2203,True,True,,True,,,True,True,,True,True,True,625.353256826,611.9581887,,362.364325602,,,858.060994605,474.010051159,,573.114535519,529.045726677,916.272988457,accepted_invitation,8.0,True,"['book_club', 'hackday', 'sports_team', 'adoption', 'conference_swag', 'game_night', 'spilled_milk', 'negotiations']"
2204,,True,False,True,,True,,True,,False,False,False,,200.419398686,83.352592263,48.450641779,,145.137037189,,181.319547493,,77.181080386,155.290938987,124.224444367,rejected_at_initial_evaluation,4.0,False,"['book_club', 'spilled_milk', 'conference_swag', 'hackday', 'family_reunion', 'business_meeting', 'negotiations', 'sports_team']"
2205,,False,,False,False,,True,False,True,False,False,,,,,,,,,,,,,,pending,2.0,False,"['spilled_milk', 'massage_therapist', 'game_night', 'negotiations', 'book_club', 'extracurricular_activities', 'conference_swag', 'hackday']"
2206,,True,True,True,,True,True,True,,False,False,,,906.805406105,112.838115488,141.199925636,,373.546237214,965.404188951,430.560072931,,158.139869681,168.07223314,,needs_interview_scores,6.0,True,"['hackday', 'family_reunion', 'business_meeting', 'book_club', 'negotiations', 'spilled_milk', 'conference_swag', 'game_night']"
2207,True,True,True,True,,,True,True,,True,True,,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['business_meeting', 'book_club', 'hackday', 'game_night', 'spilled_milk', 'adoption', 'negotiations', 'conference_swag']"
2208,,True,True,False,True,False,True,,False,True,,,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['massage_therapist', 'game_night', 'negotiations', 'conference_swag', 'business_meeting', 'family_reunion', 'extracurricular_activities', 'book_club']"
2209,,True,True,,True,,True,True,True,,False,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['massage_therapist', 'spilled_milk', 'extracurricular_activities', 'book_club', 'hackday', 'sports_team', 'business_meeting', 'game_night']"
2210,,True,True,True,False,,True,True,True,,,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['game_night', 'business_meeting', 'massage_therapist', 'extracurricular_activities', 'hackday', 'book_club', 'sports_team', 'conference_swag']"
2211,True,,True,,True,True,True,,,True,False,True,254.135427096,,424.47257788,,386.383786223,447.884120895,695.76034256,,,343.30972755,324.566174827,388.511152564,needs_invitation_response,7.0,True,"['business_meeting', 'extracurricular_activities', 'game_night', 'spilled_milk', 'negotiations', 'family_reunion', 'sports_team', 'adoption']"
2212,,,True,True,,True,True,True,True,True,,True,,,151.424732819,104.533712011,,437.210051314,376.23084051,178.810572705,293.133412839,271.995752467,,97.183836216,accepted_invitation,8.0,True,"['sports_team', 'hackday', 'family_reunion', 'negotiations', 'massage_therapist', 'business_meeting', 'game_night', 'conference_swag']"
2213,True,False,,,False,True,False,,True,,False,False,,,,,,,,,,,,,needs_to_schedule_interview,3.0,False,"['family_reunion', 'spilled_milk', 'sports_team', 'adoption', 'extracurricular_activities', 'massage_therapist', 'game_night', 'book_club']"
2214,False,,False,,False,False,True,True,False,,,False,,,,,,,,,,,,,needs_to_schedule_interview,2.0,False,"['game_night', 'extracurricular_activities', 'family_reunion', 'hackday', 'massage_therapist', 'sports_team', 'business_meeting', 'adoption']"
2215,,True,,True,False,True,False,,True,True,True,,,245.808606732,,200.418821134,135.968113552,246.066944403,1773.209331046,,389.058630468,147.273960255,378.510292183,,rejected_at_interview,6.0,True,"['game_night', 'massage_therapist', 'book_club', 'conference_swag', 'spilled_milk', 'family_reunion', 'negotiations', 'extracurricular_activities']"
2216,True,False,,,,True,True,True,True,True,True,,90.426514778,356.716044423,,,,415.52857724,330.837122294,197.499104714,707.687627583,370.44869847,132.192401547,,accepted_invitation,7.0,True,"['negotiations', 'spilled_milk', 'massage_therapist', 'game_night', 'family_reunion', 'hackday', 'adoption', 'book_club']"
2217,,True,True,True,False,True,,True,True,True,,,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['extracurricular_activities', 'negotiations', 'book_club', 'hackday', 'family_reunion', 'business_meeting', 'conference_swag', 'massage_therapist']"
2218,True,True,,True,,,True,True,True,True,True,,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['game_night', 'adoption', 'book_club', 'conference_swag', 'massage_therapist', 'spilled_milk', 'hackday', 'negotiations']"
2219,True,,False,True,,False,True,,True,,False,False,,,,,,,,,,,,,needs_to_schedule_interview,4.0,False,"['adoption', 'sports_team', 'massage_therapist', 'game_night', 'conference_swag', 'business_meeting', 'family_reunion', 'spilled_milk']"
2220,,True,True,True,,True,True,,True,,True,True,,284.947820213,436.136801762,609.486639609,,679.564784305,1201.622313566,,514.28201158,,335.936723114,1663.616910545,rejected_at_interview,8.0,True,"['family_reunion', 'conference_swag', 'game_night', 'massage_therapist', 'sports_team', 'business_meeting', 'book_club', 'spilled_milk']"
2221,,True,True,True,True,True,True,,True,,,True,,187.872758055,161.963010709,147.942339721,133.605834974,234.752698644,413.724298211,,563.370827018,,,201.27689539,needs_invitation_response,8.0,True,"['book_club', 'massage_therapist', 'sports_team', 'conference_swag', 'extracurricular_activities', 'game_night', 'family_reunion', 'business_meeting']"
2222,True,True,,False,True,,True,True,,,,,,,,,,,,,,,,,pending,5.0,True,"['game_night', 'adoption', 'extracurricular_activities', 'book_club', 'hackday', 'conference_swag', 'negotiations', 'spilled_milk']"
2223,True,False,False,False,,False,,True,False,,,False,376.314605739,569.694228393,167.55652009,157.785190169,,588.891959203,,282.106280666,713.104045509,,,265.965628094,rejected_at_initial_evaluation,2.0,False,"['book_club', 'sports_team', 'massage_therapist', 'adoption', 'hackday', 'conference_swag', 'family_reunion', 'business_meeting']"
2224,True,,True,,True,,False,,True,True,False,True,256.254737889,,426.60284348,,200.139257019,,1177.650425419,,316.59857278,240.790272845,274.973360942,532.290138044,rejected_at_interview,6.0,True,"['business_meeting', 'adoption', 'sports_team', 'spilled_milk', 'massage_therapist', 'extracurricular_activities', 'game_night', 'negotiations']"
2225,,,True,True,True,False,True,,True,,False,False,,,692.213215792,381.967433217,381.021854706,485.860570552,1644.746546441,,953.971283765,,373.721022918,889.814176191,rejected_at_interview,5.0,True,"['conference_swag', 'spilled_milk', 'family_reunion', 'game_night', 'massage_therapist', 'business_meeting', 'sports_team', 'extracurricular_activities']"
2226,False,False,False,,False,False,,False,,,False,False,57.811918975,383.390271416,8.257477022,,150.490073703,121.160602417,,85.954632242,,,42.043844901,125.528133684,rejected_at_initial_evaluation,0.0,False,"['hackday', 'sports_team', 'adoption', 'extracurricular_activities', 'family_reunion', 'book_club', 'spilled_milk', 'business_meeting']"
2227,True,,False,True,False,,,False,True,False,False,,616.500262288,,173.695236297,77.459727487,233.63655592,,,111.010078536,145.736822034,25.473980598,100.164923793,,rejected_at_initial_evaluation,3.0,False,"['massage_therapist', 'business_meeting', 'conference_swag', 'negotiations', 'adoption', 'spilled_milk', 'extracurricular_activities', 'hackday']"
2228,True,True,,,True,True,True,True,,,True,False,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['sports_team', 'spilled_milk', 'book_club', 'family_reunion', 'game_night', 'adoption', 'hackday', 'extracurricular_activities']"
2229,True,,,,True,True,True,True,True,True,False,,101.878995103,,,,621.243938085,341.840893906,465.345478643,682.692148459,557.625050269,328.928710123,1172.867845455,,needs_interview_scores,7.0,True,"['massage_therapist', 'spilled_milk', 'negotiations', 'extracurricular_activities', 'adoption', 'hackday', 'game_night', 'family_reunion']"
2230,True,True,True,,True,,True,,True,True,,True,143.937231391,189.635131098,133.139387233,,389.433307869,,583.92058683,,419.700533776,314.206882135,,174.140517815,accepted_invitation,8.0,True,"['business_meeting', 'negotiations', 'book_club', 'massage_therapist', 'adoption', 'extracurricular_activities', 'game_night', 'sports_team']"
2231,True,True,,True,False,,,,True,True,False,True,71.212131709,395.095203166,,61.765152348,146.51864022,,,,448.615039246,173.517173481,305.786116642,183.060042091,accepted_invitation,6.0,True,"['spilled_milk', 'extracurricular_activities', 'book_club', 'massage_therapist', 'adoption', 'negotiations', 'sports_team', 'conference_swag']"
2232,True,True,,,False,,False,,True,True,False,True,254.149817342,368.103792614,,,466.20698428,,1079.920795335,,529.58737922,933.724152658,1589.580276561,850.827465568,needs_invitation_response,5.0,True,"['spilled_milk', 'extracurricular_activities', 'sports_team', 'massage_therapist', 'negotiations', 'book_club', 'game_night', 'adoption']"
2233,True,,True,False,,True,True,,True,,False,False,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['family_reunion', 'game_night', 'business_meeting', 'sports_team', 'spilled_milk', 'massage_therapist', 'conference_swag', 'adoption']"
2234,,True,,True,,,True,True,False,True,True,False,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['conference_swag', 'massage_therapist', 'negotiations', 'game_night', 'hackday', 'book_club', 'sports_team', 'spilled_milk']"
2235,,,,,True,True,True,True,True,True,True,True,,,,,461.908318305,624.452102228,1008.443931432,322.3868825,908.055558315,343.648766936,570.639431164,1119.979992581,accepted_invitation,8.0,True,"['massage_therapist', 'hackday', 'sports_team', 'game_night', 'spilled_milk', 'family_reunion', 'negotiations', 'extracurricular_activities']"
2236,,True,True,True,True,,True,True,True,,True,,,497.650062925,187.394451829,173.944403444,374.127562872,,493.3058543,309.277057998,495.129935246,,288.974550389,,needs_invitation_response,8.0,True,"['hackday', 'book_club', 'game_night', 'extracurricular_activities', 'massage_therapist', 'business_meeting', 'spilled_milk', 'conference_swag']"
2237,,True,,,False,,True,True,True,True,True,True,,1155.399215214,,,425.934104781,,1500.642198474,775.975715679,2053.556963773,676.597386059,690.601980524,537.642312031,accepted_invitation,7.0,True,"['negotiations', 'extracurricular_activities', 'sports_team', 'spilled_milk', 'game_night', 'hackday', 'book_club', 'massage_therapist']"
2238,True,,,True,True,True,True,True,True,,True,,419.646758256,,,1494.240301253,1021.444139508,649.516993736,570.036057052,579.483244441,455.592054847,,717.865890191,,accepted_invitation,8.0,True,"['conference_swag', 'spilled_milk', 'extracurricular_activities', 'hackday', 'game_night', 'adoption', 'family_reunion', 'massage_therapist']"
2239,,False,,True,True,False,False,True,,,False,True,,1720.866338331,,261.486222017,736.314943897,1828.329406018,1198.995483297,833.842018505,,,763.405236273,925.740424941,needs_to_schedule_interview,4.0,False,"['book_club', 'spilled_milk', 'game_night', 'hackday', 'extracurricular_activities', 'conference_swag', 'sports_team', 'family_reunion']"
2240,,,,True,,True,True,True,False,True,False,True,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['negotiations', 'hackday', 'conference_swag', 'sports_team', 'game_night', 'family_reunion', 'massage_therapist', 'spilled_milk']"
2241,True,True,,,True,True,True,,,True,True,False,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['spilled_milk', 'negotiations', 'sports_team', 'family_reunion', 'game_night', 'book_club', 'extracurricular_activities', 'adoption']"
2242,True,True,,True,False,True,True,,,True,,True,385.697988562,330.25466827,,150.129711997,467.62897162,495.648192951,297.789069338,,,459.481620771,,662.397832964,needs_invitation_response,7.0,True,"['adoption', 'game_night', 'negotiations', 'sports_team', 'family_reunion', 'book_club', 'conference_swag', 'extracurricular_activities']"
2243,True,,True,True,False,True,,,True,True,True,,760.169525469,,1510.71581277,587.924454055,132900.005132112,1497.09581187,,,2090.801608351,1376.232950076,6053.429583552,,needs_invitation_response,7.0,True,"['spilled_milk', 'family_reunion', 'negotiations', 'massage_therapist', 'business_meeting', 'adoption', 'extracurricular_activities', 'conference_swag']"
2244,True,False,,,True,True,False,,,True,False,False,,,,,,,,,,,,,needs_to_schedule_interview,4.0,False,"['negotiations', 'sports_team', 'family_reunion', 'game_night', 'book_club', 'adoption', 'spilled_milk', 'extracurricular_activities']"
2245,True,,False,,True,True,True,,True,True,,True,284.664049436,,153.668682451,,215.984019331,203.75103815,609.453872776,,322.866169218,339.845293953,,355.824847331,rejected_at_interview,7.0,True,"['game_night', 'business_meeting', 'massage_therapist', 'negotiations', 'extracurricular_activities', 'sports_team', 'adoption', 'family_reunion']"
2246,True,True,True,,False,,True,True,,True,False,,239.890218861,569.262874838,213.48445322,,249.514799835,,1006.105555018,241.481965386,,368.129225117,249.271379808,,needs_interview_scores,6.0,True,"['hackday', 'extracurricular_activities', 'book_club', 'negotiations', 'game_night', 'spilled_milk', 'adoption', 'business_meeting']"
2247,,,,False,,,,,,False,False,,,,,2535.830446229,,,,,,28.204121103,72.897024683,,pending,0.0,False,"['conference_swag', 'spilled_milk', 'negotiations', 'sports_team', 'book_club', 'business_meeting', 'extracurricular_activities', 'adoption']"
2248,False,,True,True,False,False,,True,,False,False,,884.847129437,,450.519670085,239.286249143,407.089934242,506.10057625,,569.19658147,,2091.039016211,824.376685178,,rejected_at_initial_evaluation,3.0,False,"['hackday', 'spilled_milk', 'extracurricular_activities', 'adoption', 'business_meeting', 'conference_swag', 'negotiations', 'family_reunion']"
2249,True,True,True,True,False,True,,True,,,False,,194.202681323,243.095140615,134.412093092,92.57545189,302.252595984,292.955305268,,303.612810335,,,199.892075729,,rejected_at_interview,6.0,True,"['spilled_milk', 'adoption', 'hackday', 'extracurricular_activities', 'conference_swag', 'business_meeting', 'family_reunion', 'book_club']"
2250,,,True,True,,True,True,True,True,True,,True,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['massage_therapist', 'conference_swag', 'business_meeting', 'game_night', 'sports_team', 'negotiations', 'family_reunion', 'hackday']"
2251,True,True,,True,True,True,True,,,,True,True,202.507421392,224.915749707,,248.48263541,385.581687093,828.351290151,964.873220113,,,,535.143542048,461.070924808,needs_invitation_response,8.0,True,"['spilled_milk', 'family_reunion', 'book_club', 'sports_team', 'conference_swag', 'extracurricular_activities', 'game_night', 'adoption']"
2252,,True,,False,True,True,True,,True,,True,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['spilled_milk', 'conference_swag', 'book_club', 'family_reunion', 'massage_therapist', 'game_night', 'sports_team', 'extracurricular_activities']"
2253,,False,True,True,,False,,True,False,True,,True,,322.551743915,223.306246097,133.479085985,,666.357387083,,454.526626645,362.564514424,523.38657557,,339.268343995,needs_to_schedule_interview,5.0,True,"['negotiations', 'business_meeting', 'conference_swag', 'family_reunion', 'hackday', 'massage_therapist', 'book_club', 'sports_team']"
2254,True,True,True,,,True,,True,True,,True,True,227.911851922,580.915303444,278.459394322,,,1619.741852615,,160.399171146,340.434001753,,343.477997538,263.192556469,rejected_at_interview,8.0,True,"['business_meeting', 'spilled_milk', 'book_club', 'family_reunion', 'hackday', 'sports_team', 'massage_therapist', 'adoption']"
2255,True,True,True,True,,,,True,,True,True,True,196.43460672,335.697385256,418.122566765,130.254386034,,,,250.675714941,,204.757197516,455.430319413,204.565181941,accepted_invitation,8.0,True,"['spilled_milk', 'adoption', 'negotiations', 'business_meeting', 'sports_team', 'conference_swag', 'book_club', 'hackday']"
2256,True,True,False,,True,,False,True,True,True,,,14957.884569066,1170.163302231,134.831129133,,132.707009432,,306.506659927,694.958237322,422.197737885,743.584141562,,,needs_to_schedule_interview,6.0,True,"['negotiations', 'extracurricular_activities', 'business_meeting', 'hackday', 'adoption', 'massage_therapist', 'book_club', 'game_night']"
2257,,False,True,True,True,,True,True,,False,,True,,775.937232184,352.067910633,550.449616729,831.593494627,,934.154168824,778.63425525,,2098.273404481,,581.087696126,accepted_invitation,6.0,True,"['hackday', 'business_meeting', 'extracurricular_activities', 'sports_team', 'conference_swag', 'negotiations', 'book_club', 'game_night']"
2258,,,,,,,,,,,,,,,,,,,,,,,,,pending,0.0,False,"['extracurricular_activities', 'adoption', 'massage_therapist', 'book_club', 'game_night', 'conference_swag', 'sports_team', 'business_meeting']"
2259,,,,,,,,,,,,,,,,,,,,,,,,,pending,0.0,False,"['conference_swag', 'spilled_milk', 'family_reunion', 'business_meeting', 'massage_therapist', 'hackday', 'sports_team', 'extracurricular_activities']"
2260,True,True,True,True,False,,,True,True,,True,,217.499274737,448.100322336,144.492542291,268.851091918,434.5283418,,,208.114483779,185.891964499,,651.902383234,,needs_to_schedule_interview,7.0,True,"['extracurricular_activities', 'conference_swag', 'massage_therapist', 'hackday', 'adoption', 'spilled_milk', 'business_meeting', 'book_club']"
2261,True,,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['hackday', 'massage_therapist', 'business_meeting', 'spilled_milk', 'sports_team', 'family_reunion', 'adoption', 'negotiations']"
